imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu2_acc_x,imu2_acc_y,imu2_acc_z,imu2_gyro_x,imu2_gyro_y,imu2_gyro_z,imu3_acc_x,imu3_acc_y,imu3_acc_z,imu3_gyro_x,imu3_gyro_y,imu3_gyro_z,imu4_acc_x,imu4_acc_y,imu4_acc_z,imu4_gyro_x,imu4_gyro_y,imu4_gyro_z,imu5_acc_x,imu5_acc_y,imu5_acc_z,imu5_gyro_x,imu5_gyro_y,imu5_gyro_z,imu6_acc_x,imu6_acc_y,imu6_acc_z,imu6_gyro_x,imu6_gyro_y,imu6_gyro_z,imu7_acc_x,imu7_acc_y,imu7_acc_z,imu7_gyro_x,imu7_gyro_y,imu7_gyro_z,imu8_acc_x,imu8_acc_y,imu8_acc_z,imu8_gyro_x,imu8_gyro_y,imu8_gyro_z,imu9_acc_x,imu9_acc_y,imu9_acc_z,imu9_gyro_x,imu9_gyro_y,imu9_gyro_z,imu10_acc_x,imu10_acc_y,imu10_acc_z,imu10_gyro_x,imu10_gyro_y,imu10_gyro_z,stroke_label,head_x,head_y,stroke_prob
0.037,1.732,0.704,-1.312,-0.948,-1.218,0.837,0.958,-1.62,-0.159,-0.047,1.332,-0.059,0.337,-1.094,-0.826,-0.898,0.111,-1.458,1.386,-0.05,-1.904,0.332,0.711,-1.281,0.551,-0.819,1.092,1.424,-0.826,0.689,-0.826,2.085,1.841,-1.579,-1.987,-0.208,-0.424,-1.296,-0.397,-0.837,0.239,0.223,0.379,-0.351,0.805,-0.085,-0.325,2.343,0.31,0.022,-0.145,-0.676,0.22,1.782,-0.757,0.866,1.006,-0.017,-0.718,Backstroke,1194,792,0.514
-0.211,0.349,-1.028,1.085,-0.391,2.442,-0.904,0.784,-0.174,0.147,-0.133,-2.082,0.477,-0.751,-0.588,-1.333,0.255,-1.022,-1.026,1.445,-0.926,-0.209,-1.147,1.919,0.675,2.575,0.938,1.215,1.469,0.485,0.704,-0.672,1.157,1.464,0.405,-0.528,1.08,2.04,0.784,0.019,1.007,-0.296,0.485,-1.181,0.424,-0.47,-1.823,-1.539,1.251,1.32,-1.073,-0.176,-0.949,0.526,0.695,0.417,0.391,0.313,-0.58,-1.242,Freestyle,1215,621,0.258
-0.96,0.496,-1.131,-0.854,1.805,0.174,0.874,0.954,-0.46,-1.853,0.668,0.569,1.461,0.905,-1.484,0.319,1.825,-0.643,2.634,0.812,-0.846,-2.153,1.296,0.303,-1.207,-1.262,-1.056,0.533,-1.812,1.38,-0.322,-0.346,0.55,0.323,-0.072,-0.656,1.28,1.264,1.354,1.067,0.77,-0.528,-0.373,1.005,1.364,1.073,1.065,-0.485,-0.211,1.322,0.316,2.071,0.572,-0.872,-1.482,-1.862,1.161,-1.129,-0.091,0.453,Breaststroke,1662,742,0.566
1.252,1.566,1.463,-0.279,1.007,-0.081,-0.835,0.372,-1.223,-1.55,0.118,-0.4,-0.093,1.914,-1.592,0.627,-0.515,1.631,0.239,1.571,0.3,0.182,0.575,1.582,-0.517,-1.36,-1.113,-0.005,0.364,-0.504,0.878,0.234,1.166,0.109,0.968,-0.385,-0.037,0.182,-0.456,-0.509,1.828,0.347,1.275,1.228,-2.0,0.603,-0.147,1.531,-0.621,1.013,-0.714,-1.245,-0.036,-0.724,-1.122,-1.298,1.426,1.115,-1.05,-1.046,Backstroke,1076,1079,0.396
1.074,0.678,-1.038,-1.002,0.461,-1.31,1.748,-0.241,0.375,1.017,-0.142,-1.873,-0.541,-1.463,1.331,-0.949,0.372,-0.553,-1.284,-0.272,0.851,2.217,-1.355,-1.181,-0.413,-0.817,-0.955,-0.049,0.843,1.216,-0.376,-0.151,1.305,-1.66,2.197,-1.029,-2.643,-0.746,0.154,-1.661,0.036,-0.294,-1.513,1.705,0.937,-0.536,0.191,0.442,0.324,-0.219,-1.322,-0.094,1.243,-0.471,-0.298,0.695,-1.15,0.451,-1.672,-2.323,Front Crawl,1708,176,0.534
-0.961,0.231,-0.778,-0.711,0.688,0.633,-0.147,-0.955,-0.263,-0.793,1.027,-1.271,-0.902,1.233,-1.683,-1.619,0.809,-0.558,-0.883,0.2,-0.04,0.794,-2.272,0.47,0.561,-0.432,1.918,0.38,0.31,-0.629,-1.216,-0.329,0.889,0.149,-0.1,0.168,-0.56,-0.325,1.943,-1.382,0.392,-1.518,-0.475,1.62,-1.389,1.172,-0.32,0.201,-0.536,0.559,0.302,-0.111,-0.27,1.882,-1.227,0.393,-0.71,0.49,-0.642,1.741,Backstroke,345,359,0.332
-1.141,-0.439,1.132,0.685,-1.543,-0.136,2.374,-0.389,0.307,0.66,-0.795,-1.965,0.464,0.537,0.741,-0.434,2.06,-0.436,0.555,0.997,1.709,0.03,-1.1,-1.088,0.407,-0.199,1.86,0.9,-0.646,-1.169,-0.044,-1.444,1.076,-1.711,0.832,0.111,-1.564,0.382,-0.66,0.264,-0.651,0.312,1.038,-0.354,1.459,-1.181,-0.809,0.583,-0.709,-1.625,-1.01,-0.075,1.42,-0.713,1.567,-0.476,2.21,0.424,1.077,0.362,Backstroke,1127,297,0.609
0.045,0.438,-1.908,1.323,1.561,-1.101,1.169,1.088,-1.293,1.732,1.109,0.389,-0.578,0.475,-0.506,-0.386,-0.557,-2.073,0.373,-0.293,1.35,1.57,-0.586,1.545,1.636,1.033,2.368,0.133,0.052,-0.299,-1.811,-0.399,0.106,-0.619,-0.58,-0.795,1.373,-1.738,-0.093,1.235,-0.424,-0.356,-0.468,0.769,-0.514,-0.511,-0.088,-0.662,-0.346,-0.259,-0.894,1.367,-1.175,0.455,0.883,1.625,-1.82,-1.247,0.15,1.855,Backstroke,1302,817,0.47
-0.013,-0.258,-1.056,0.651,0.832,-0.586,0.311,0.935,-0.149,0.422,-1.587,-0.697,-0.82,-0.908,0.116,-0.573,1.661,0.416,0.32,1.37,-0.692,-0.604,-1.002,0.268,1.004,-0.15,1.072,-0.677,2.203,0.033,1.676,0.509,-1.989,0.067,-1.539,-2.047,-1.937,0.715,0.194,0.176,-2.053,-1.594,-1.05,0.125,2.444,-0.07,0.565,-0.617,-0.055,0.845,1.167,-0.156,-0.847,-1.158,1.895,-0.263,-0.159,-0.295,1.367,-0.827,Front Crawl,1030,865,0.588
-1.714,1.223,-1.862,-1.111,0.519,-0.239,-0.425,0.81,-0.128,1.171,-0.6,-2.336,0.843,-1.407,-0.454,-1.758,-0.437,0.9,-0.169,0.552,1.39,0.024,0.449,-0.165,2.374,-0.407,1.296,0.572,-1.169,-1.135,-0.744,-0.278,-1.728,-0.045,-0.604,1.168,0.748,1.253,-0.061,-0.131,-1.292,0.896,-1.314,0.821,-0.529,-0.333,-1.586,-0.183,-1.66,-0.152,-0.827,0.671,-0.024,2.01,0.18,-1.724,0.33,-0.623,-2.677,0.984,Breaststroke,265,319,0.681
-1.024,3.402,1.221,1.078,1.264,-0.945,0.375,1.386,-0.401,0.143,0.959,1.181,0.001,-0.399,0.434,-1.97,-0.405,0.827,-1.361,-0.474,-0.863,-0.47,-0.262,-2.063,0.566,1.109,1.099,-0.79,-0.475,-0.374,1.111,0.55,0.616,0.124,-0.808,3.129,-0.456,-1.379,-0.112,-1.112,-0.55,1.493,0.437,-0.594,-0.815,0.827,0.733,-1.156,1.233,-1.509,1.096,-1.39,-0.233,-1.445,-1.151,-1.834,-0.16,0.904,-0.89,-0.699,Freestyle,821,641,0.724
1.628,-0.556,-0.255,-1.191,-0.794,0.959,1.106,1.007,0.714,0.237,0.258,-0.32,0.934,-1.4,-0.496,0.511,-0.939,-0.615,-0.578,-0.528,0.046,0.326,0.02,-0.637,1.656,-1.295,1.825,0.617,-0.0,-0.739,0.628,-1.573,-0.259,-0.298,-2.993,-0.141,0.634,-0.852,-0.229,-1.087,0.094,-1.253,0.516,1.435,-0.098,-2.055,0.14,-0.456,-0.142,-0.703,-2.479,-1.418,-0.113,-0.009,0.724,-1.096,-0.488,0.917,1.535,1.364,Butterfly,1726,553,0.782
-0.335,-1.336,-1.475,-0.578,0.801,0.475,-1.51,1.645,1.156,-0.059,-0.889,1.188,-0.047,-0.25,0.218,-0.043,-1.838,1.124,0.782,-1.206,1.076,1.405,0.469,0.761,-0.007,-0.235,0.767,0.138,-2.417,1.546,-0.992,-0.771,0.041,-0.753,1.385,-0.73,-0.946,-0.165,-1.095,-1.442,0.484,0.044,-0.673,1.9,-0.196,0.367,-0.306,-0.781,0.077,0.51,1.914,-0.793,0.276,0.584,-0.402,-0.839,0.797,0.415,-0.5,-1.419,Backstroke,1591,343,0.355
0.223,0.16,-0.697,-0.703,1.431,0.087,-0.273,1.595,-0.448,1.74,-2.089,-0.009,0.767,0.758,-1.039,0.681,-0.04,0.916,1.566,-0.059,-0.808,1.133,0.11,0.311,-0.926,1.103,-0.688,0.251,0.893,1.011,-1.313,-1.989,-0.046,-1.077,1.435,-1.675,0.726,0.59,-0.927,-1.89,0.447,-0.501,0.452,-0.079,-0.59,-0.575,-0.813,-1.791,-1.017,-0.252,-0.979,-1.508,-0.424,0.136,0.389,0.243,2.273,-0.028,0.855,0.959,Butterfly,1849,576,0.272
-0.522,0.038,0.935,-0.797,-0.66,-0.463,0.176,-1.02,0.305,-1.885,0.773,0.224,1.996,-0.817,-0.951,1.151,1.12,1.701,-1.094,0.899,-0.171,-0.364,-0.483,-0.826,0.887,-0.539,0.218,0.402,-1.827,-1.308,0.147,0.551,0.787,-1.887,-0.564,-0.127,-1.564,1.432,-1.41,0.322,0.089,0.239,-1.727,-0.959,-1.971,0.274,-0.642,0.422,-1.478,1.023,1.069,-0.091,0.184,-1.098,-0.915,-0.189,0.32,-0.86,-0.417,-0.039,Butterfly,397,852,0.259
0.746,-0.272,0.895,-0.698,0.423,0.57,-1.293,0.348,0.735,0.127,-0.743,-0.476,-0.262,-2.013,-0.238,-1.03,-0.555,-0.311,1.975,1.548,0.812,0.206,0.72,0.249,1.077,-0.275,2.543,-0.064,0.583,1.14,1.097,-0.553,0.384,0.744,1.704,0.756,-0.744,-2.157,-0.895,0.041,-0.136,2.046,-0.361,-1.361,-1.544,-0.575,-0.917,2.284,-0.857,-0.002,-0.799,-0.438,0.467,-0.812,1.778,0.477,-0.8,-1.257,3.238,0.214,Breaststroke,195,808,0.625
-0.839,0.47,0.325,-0.254,-0.19,-0.163,-0.437,-0.661,-0.087,0.533,-0.564,0.089,0.633,0.222,0.357,-1.28,-0.574,-1.074,-0.209,-0.623,0.417,-1.568,1.6,0.409,-0.909,0.755,-0.852,-0.233,-0.395,0.005,-0.796,-1.222,-1.948,-1.068,0.664,-0.309,-0.413,-0.381,-0.573,-0.352,0.623,1.471,0.114,-0.724,-0.106,-0.413,0.309,-0.738,-1.043,1.255,0.156,-1.643,0.591,0.809,-0.873,1.001,0.237,0.188,-1.827,-0.477,Front Crawl,1306,166,0.413
0.524,-1.105,0.854,0.402,0.898,2.133,0.51,-1.034,1.529,1.788,-0.819,-1.536,0.916,-0.111,0.174,-0.938,1.294,0.506,1.022,0.595,-0.314,-0.255,-1.014,-3.219,0.793,-0.624,-0.517,-0.744,0.498,0.259,-0.295,-0.32,0.64,1.174,-0.504,0.498,0.793,1.008,1.138,-0.56,-0.275,-1.544,-0.828,-0.248,1.683,-1.508,0.204,0.924,-1.083,-1.777,1.109,1.674,2.147,-0.929,0.589,0.182,1.414,0.333,-1.082,-1.074,Butterfly,1194,623,0.822
-0.219,-1.968,0.023,1.051,-3.258,0.849,-0.016,-2.134,-0.07,0.398,1.54,-0.391,-0.469,0.817,-0.221,-0.746,-0.031,1.006,-0.352,0.079,-0.823,0.646,-0.067,0.432,-0.943,0.994,-0.182,0.494,-0.106,0.613,0.575,0.795,-1.532,0.114,0.285,1.709,-1.085,0.598,-0.792,-0.77,2.321,1.591,-1.558,1.021,0.214,-0.015,0.158,-0.897,-0.804,-0.494,0.604,-0.962,0.542,0.439,-0.658,-0.683,-1.076,0.913,-0.116,1.308,Backstroke,742,805,0.208
0.945,2.816,-1.296,-0.124,1.005,-0.148,0.885,0.914,0.152,-1.14,0.088,-0.788,0.721,0.403,0.112,-1.259,1.473,-1.024,-1.307,1.429,-0.255,0.072,-0.557,0.205,-0.161,-0.766,0.822,1.29,-0.162,0.586,1.127,0.579,0.482,-1.904,2.008,-0.438,-0.169,-1.896,1.26,-0.206,1.94,1.03,0.9,-0.629,-0.294,-1.282,1.278,1.796,-0.908,-0.251,0.968,0.695,0.761,0.698,-0.609,0.284,0.229,-0.139,0.405,-0.423,Breaststroke,941,442,0.46
0.344,-0.775,0.467,-1.405,-0.602,0.153,0.124,-0.107,-1.802,0.084,-0.102,-0.458,-0.11,0.965,-0.797,0.884,0.993,-0.035,1.803,-0.512,-0.13,0.897,0.945,-1.187,-0.371,-0.135,-1.68,-0.536,-0.986,1.035,0.666,0.115,-0.53,0.477,1.127,0.241,-0.389,0.626,0.115,-0.003,0.897,-1.103,2.564,-2.435,-0.398,-1.003,-0.341,-1.162,-0.622,-0.717,-0.24,-0.792,0.121,1.083,-0.559,1.298,-0.109,-0.188,0.32,0.368,Front Crawl,1093,848,0.489
-0.219,0.417,1.576,0.586,0.311,1.404,0.192,-0.411,-1.235,-0.6,1.575,0.497,1.119,1.473,-1.054,-1.014,-0.119,-2.154,-0.056,-0.495,0.142,-0.498,0.049,0.652,-0.633,1.371,0.424,-3.194,1.057,0.044,0.348,0.659,1.487,0.012,-0.426,0.315,-0.152,-1.619,0.402,0.692,1.815,-0.56,0.317,1.255,-1.703,1.529,-1.651,0.749,-0.709,-1.791,0.895,1.032,0.004,-0.508,-0.158,-0.232,-1.51,0.165,-1.386,-0.221,Backstroke,179,1024,0.27
-0.413,-2.397,0.096,-0.817,1.542,-2.15,0.966,0.933,1.994,0.385,0.037,1.54,-1.009,-0.272,1.256,-2.415,-0.2,-0.953,1.563,0.425,1.386,-0.068,-0.675,-1.082,-1.552,-0.123,-0.216,1.478,1.141,-0.487,1.398,-0.4,0.871,-0.052,0.401,-0.422,1.541,0.045,-0.156,-1.763,1.024,-1.665,-0.919,-0.908,-0.171,1.37,-0.313,-0.976,-0.868,-0.957,1.256,-0.136,3.34,0.349,-1.936,-0.11,0.256,1.02,0.5,1.173,Backstroke,1610,650,0.652
-1.168,-0.529,0.659,0.197,-1.764,0.266,-1.584,-0.904,-0.734,-0.437,-0.848,-1.533,-0.679,-1.774,0.158,-0.069,-0.6,-1.462,-1.035,-0.454,0.964,0.327,0.962,0.35,0.808,-0.962,1.259,-1.203,-1.703,0.719,-0.996,-0.821,0.175,0.021,-0.654,0.606,0.632,1.479,-0.028,1.215,-0.158,-0.619,0.42,1.1,1.644,-0.208,0.492,0.102,0.567,-0.698,0.554,0.13,0.348,0.413,0.44,-0.239,-0.049,-0.66,-0.808,0.677,Butterfly,1590,300,0.309
-2.317,0.179,0.868,0.463,-0.039,-0.777,-1.271,0.457,0.01,-0.453,1.01,0.861,0.163,0.719,-0.067,0.342,0.529,0.26,0.025,-0.645,0.38,1.201,-0.076,0.326,-1.29,2.142,0.248,1.409,0.78,0.434,-0.309,-0.505,-1.17,-0.951,1.576,-0.863,-0.087,1.417,-0.834,-1.721,0.339,-1.858,0.406,1.357,-1.667,-1.316,-1.287,-1.583,1.399,0.582,-1.262,-1.686,-0.619,-0.625,-0.278,2.103,0.241,-1.668,-0.335,-1.281,Breaststroke,772,1061,0.797
-0.352,0.848,-1.281,-0.538,-0.478,0.513,-1.233,-0.795,1.319,-1.295,0.818,-0.567,-0.19,-0.17,0.069,-1.208,-1.15,-1.832,-0.302,0.337,-0.366,0.311,-0.278,1.022,0.131,-0.613,-0.116,1.173,0.419,0.518,0.555,-0.837,0.78,0.433,-1.294,-1.068,0.645,1.514,0.465,-0.976,-0.058,0.141,-0.632,-0.082,-0.684,0.607,-0.815,1.531,-0.231,-1.11,0.709,1.214,1.174,0.452,-1.48,1.013,-0.215,0.745,-1.923,0.164,Butterfly,1171,886,0.476
-1.736,-1.558,1.641,0.438,-0.722,0.653,-0.291,-0.186,-0.832,-1.073,0.968,1.155,-0.289,0.59,-1.192,1.652,1.352,-0.432,1.742,-0.847,-0.86,0.881,0.438,0.374,0.952,-2.491,0.628,-1.068,-0.026,-1.763,-0.224,1.275,-0.699,0.272,-0.048,0.608,0.188,0.82,-0.058,0.388,1.284,-1.886,0.224,0.848,-1.459,0.225,0.015,-1.663,-0.296,3.413,-0.22,0.748,1.391,-1.204,0.131,1.431,0.137,-0.1,-2.051,0.55,Butterfly,1062,552,0.391
1.266,1.292,-1.16,1.211,-0.382,-1.816,0.661,-0.195,1.013,1.795,0.576,0.526,0.011,1.27,0.923,-0.441,0.207,0.567,0.891,-1.109,0.018,-0.752,-0.885,-0.106,-0.027,1.221,0.2,0.73,-0.482,0.048,0.111,-0.644,-0.34,0.503,0.382,1.15,-0.543,0.352,-0.396,-0.84,0.787,0.293,-0.735,0.67,0.961,-0.173,0.657,0.773,-1.958,0.103,-0.05,0.669,0.213,0.398,-0.58,1.4,0.196,-1.286,-0.398,0.288,Butterfly,1643,116,0.954
-0.977,-0.407,0.551,0.564,-1.744,0.21,0.496,-1.042,0.668,-2.425,-1.153,1.071,1.973,-1.693,-0.733,1.522,0.018,-0.171,-0.73,-0.072,0.41,1.187,0.341,-1.162,0.305,-0.412,1.747,0.744,-0.217,0.307,0.033,-1.481,-1.99,0.994,-1.773,-1.203,0.046,-0.028,-0.534,-1.745,1.746,0.448,-0.631,-0.2,2.801,-0.138,0.867,-0.54,2.366,0.106,0.701,0.524,-0.389,-1.023,-0.477,1.536,0.322,-0.864,-0.249,-0.39,Freestyle,1100,263,0.536
-1.363,-0.289,-0.938,0.665,0.038,1.837,-0.594,1.103,0.478,-0.381,1.365,1.339,-1.376,-1.979,-2.172,-0.253,0.619,0.516,0.384,-0.397,-1.005,-0.644,-0.513,-1.237,-0.363,-0.735,-0.032,-1.358,0.728,-0.111,-0.32,1.452,-0.31,0.94,-0.916,-0.704,1.01,-0.734,-0.232,1.127,0.997,0.268,1.67,1.149,2.452,0.217,-0.249,-0.74,-0.965,0.454,-0.4,-0.288,-1.59,-0.326,-0.219,-0.343,0.197,-0.811,-0.187,1.088,Front Crawl,999,258,0.362
-0.0,-0.28,0.433,-1.039,-0.338,-0.746,1.047,-1.664,-0.283,-0.098,1.107,1.844,1.161,-0.575,-1.256,1.469,1.338,0.408,0.741,1.038,0.214,-0.627,-0.508,0.159,-1.533,-0.35,0.482,0.154,-0.144,-0.238,0.056,-0.873,0.711,-0.104,-0.432,0.819,-0.353,-0.229,0.531,-1.1,0.377,0.119,0.926,0.609,0.287,-1.734,-1.106,1.048,0.821,0.369,1.359,0.759,-0.315,-1.299,0.65,0.712,0.196,-0.756,1.227,-0.601,Backstroke,244,132,0.233
2.329,-0.855,0.307,-1.585,-0.301,-1.051,0.453,1.396,0.105,0.005,0.065,-0.864,0.37,-1.584,-0.459,0.722,-0.157,-0.558,-1.46,-0.219,-1.657,0.102,-1.11,0.022,0.622,-0.783,0.488,-1.285,-1.322,-1.011,0.068,0.85,-0.272,-0.685,-0.48,-2.244,0.561,2.471,0.242,-0.114,-0.434,0.629,0.189,-0.816,1.173,1.29,-2.277,-0.702,-0.011,-1.061,-0.046,-1.339,-1.27,0.041,-0.758,-1.948,-0.449,-1.17,0.507,0.332,Butterfly,1719,107,0.139
0.787,0.462,1.351,0.503,-1.022,1.125,-1.199,1.066,-1.647,1.595,-2.646,0.271,-1.727,-0.739,-1.616,-0.189,-2.178,-0.488,0.446,-0.679,-1.017,0.181,1.303,0.327,-0.186,-0.947,0.456,1.471,0.036,-0.618,0.194,0.832,1.587,-0.28,-1.152,-0.541,0.574,1.469,1.671,1.674,-0.35,0.119,0.382,1.861,0.092,-0.28,0.734,-1.095,0.327,-0.026,0.402,-0.459,-1.792,-0.444,-0.396,0.74,-2.177,2.098,0.812,0.165,Butterfly,228,765,0.0
-0.447,-0.54,1.458,0.579,0.977,1.421,-0.596,0.892,0.398,0.958,-0.794,0.835,-0.037,0.8,0.946,0.425,0.179,0.308,0.326,0.462,0.66,0.04,0.028,0.326,-2.431,-0.17,0.135,1.053,1.584,0.13,1.177,0.424,0.618,-0.677,0.204,0.7,-0.102,0.576,-0.013,0.078,-1.158,-0.814,1.937,2.565,0.933,-1.477,-1.993,0.015,0.436,0.406,0.843,0.964,1.093,1.01,-0.978,-0.083,-0.204,-1.864,-1.248,-1.223,Butterfly,1612,801,0.525
-0.745,0.711,-0.454,0.685,0.558,-0.001,-0.041,0.366,2.931,-0.789,0.068,1.049,0.115,-0.378,0.125,-0.309,0.081,-0.633,-0.014,-0.862,1.906,-0.47,-0.497,-0.66,0.669,-0.76,-0.037,0.672,-0.593,1.081,0.605,1.683,-0.297,-0.993,-0.364,0.964,0.102,-1.487,-1.029,0.943,-1.645,1.05,0.671,-1.78,0.891,-0.4,-1.454,0.837,-0.645,-0.343,-1.135,1.341,-0.522,0.544,1.639,0.342,-0.859,1.139,-0.112,0.731,Butterfly,711,259,0.666
1.93,0.145,0.691,-0.309,-0.017,-0.957,0.189,1.402,-1.37,0.145,-0.063,1.314,-0.599,-0.186,-1.412,-0.864,-0.448,-0.087,-0.369,-0.211,0.628,-1.359,-0.074,0.05,-1.579,-0.493,1.037,-0.204,0.239,0.162,0.694,0.047,-0.903,0.574,-1.94,0.797,0.127,1.157,0.115,-0.249,0.976,-0.297,-0.116,-0.149,0.671,-1.086,-0.614,-0.082,0.637,1.255,1.198,0.177,-0.936,0.008,0.499,1.399,-1.252,0.826,0.871,-0.042,Freestyle,1875,476,0.821
0.043,-2.217,0.645,0.079,0.782,1.231,0.402,0.125,-1.0,0.926,0.097,-0.627,-1.213,-0.473,0.009,-0.12,0.021,1.089,0.414,-0.243,0.24,-0.57,0.457,-0.623,-0.78,0.693,-0.47,-0.38,0.302,0.19,2.246,1.004,-1.412,-1.152,-0.051,2.572,-0.605,0.095,-0.431,-0.303,-0.444,-1.419,2.469,-0.862,-1.109,1.3,0.466,-0.365,0.575,2.168,0.581,-0.731,-0.499,-0.109,-0.434,0.332,-0.478,-0.331,0.971,0.677,Breaststroke,783,744,0.283
-0.28,-0.627,-0.049,0.087,1.705,1.075,-0.597,0.343,-1.293,-0.252,-0.464,-0.662,-1.855,-1.925,1.044,0.089,-0.12,-0.635,-1.12,0.022,-0.165,0.2,-1.248,1.068,0.243,-1.031,0.239,-0.757,0.538,0.331,0.187,-1.641,-1.513,-1.675,1.165,-0.149,1.283,-0.174,-0.014,1.616,0.157,0.735,0.088,2.004,0.963,-0.175,0.963,-1.941,0.415,-0.058,0.998,-0.319,1.349,-0.358,1.181,0.757,-0.238,-1.257,-0.094,0.271,Backstroke,1197,460,0.305
-0.804,0.501,0.948,-2.613,-0.141,-2.311,1.171,-1.957,1.243,-1.126,0.229,1.442,0.858,0.081,-1.856,-2.031,-1.398,0.823,-0.098,-1.345,-1.609,-1.423,-0.646,-0.15,0.122,0.873,-0.331,-1.486,-0.214,0.021,-0.831,-1.795,0.779,-1.537,-0.544,2.158,1.276,-0.708,0.733,1.973,0.467,-0.424,-0.673,-0.896,1.771,0.526,0.989,-0.502,-0.288,0.236,-0.771,0.799,0.681,1.021,1.054,-0.479,0.093,1.636,-0.401,0.596,Breaststroke,931,789,0.437
2.109,-0.968,-0.025,1.645,-0.216,1.761,-1.417,-0.377,-0.641,1.133,2.138,-1.299,-0.48,1.189,-1.01,-0.659,-0.298,1.312,-0.945,-0.63,-0.475,2.416,-0.702,-0.498,0.392,1.401,0.768,0.977,1.318,-0.491,1.627,1.847,-2.146,-0.012,1.074,0.074,0.399,-1.281,0.307,-0.927,-0.493,-1.697,1.582,0.199,0.013,-0.624,0.844,-1.268,-0.542,3.092,0.721,3.202,-2.09,-0.67,-1.611,0.887,-0.459,0.767,-1.268,0.229,Front Crawl,1203,604,0.023
-1.73,1.117,1.663,0.034,0.174,-1.296,-0.182,-0.972,-0.228,1.908,-0.904,-0.25,-0.364,-1.466,-1.32,-0.918,0.132,0.448,-0.309,-0.853,0.711,0.105,-0.055,1.821,-2.133,-0.654,0.379,-2.671,0.397,-1.144,-0.156,0.199,-0.2,0.515,1.829,-0.931,-0.088,-0.328,-0.271,0.244,-0.246,-2.46,-0.291,-1.608,0.824,0.078,-0.241,0.345,0.729,0.904,0.664,1.501,-1.406,-0.8,0.936,0.739,-0.3,0.422,0.076,-0.137,Front Crawl,328,1045,0.586
-1.113,0.368,-1.517,0.064,1.444,0.342,0.377,0.289,-0.219,-0.205,0.14,-0.526,-0.505,-1.057,-0.875,2.368,-0.557,-0.491,-0.415,0.009,-0.469,1.207,-0.619,0.761,1.491,-0.139,-0.408,-0.882,1.293,-0.226,1.157,-0.532,0.472,0.993,-0.004,1.419,-0.349,0.903,-0.32,0.675,-0.543,-1.079,-0.063,-1.547,-0.695,-0.758,-0.111,-0.294,-0.015,0.392,0.31,-1.282,-0.456,-1.045,-0.185,0.152,-0.683,-0.979,-0.688,1.136,Freestyle,1878,689,0.609
0.282,-0.506,-1.174,-0.764,-0.148,0.287,0.614,1.409,0.469,-0.522,0.998,0.001,-1.51,-0.338,-0.577,-0.06,0.517,2.159,-1.429,1.997,0.175,0.057,0.927,0.676,0.482,0.964,0.428,-0.96,-1.545,-0.922,-1.547,-0.904,0.283,0.562,0.796,-1.96,0.886,0.384,2.105,-1.213,-2.303,-1.712,0.72,-2.089,1.415,2.095,0.497,-0.199,-0.215,2.223,1.052,-1.088,-0.461,-0.963,-0.724,0.292,-0.096,-1.183,-0.662,-0.052,Freestyle,1619,546,0.374
0.247,-2.023,-1.154,0.945,0.31,0.566,-0.604,0.034,-0.506,1.37,0.365,0.954,-2.051,-0.708,0.875,-1.235,-0.766,-1.358,-0.3,1.312,-0.175,0.744,-1.431,1.449,-0.758,0.771,-0.949,-0.611,-0.315,-0.452,1.074,0.151,-2.894,0.049,0.214,-1.822,-0.454,-0.806,1.102,0.332,2.049,1.121,-0.77,0.516,0.094,2.18,-0.312,-0.549,2.277,-0.238,0.779,0.882,-0.874,2.679,0.228,0.5,0.404,0.793,0.587,0.573,Freestyle,1240,450,0.544
-0.481,1.042,-0.899,-0.533,2.551,2.366,0.866,-2.064,-1.034,0.469,-0.668,0.471,-1.014,-0.069,0.499,-0.897,1.274,-0.686,-0.196,1.604,0.297,1.222,1.222,1.663,1.117,-1.097,0.07,-1.398,-0.123,-1.655,1.595,1.242,0.294,-1.245,-2.137,-1.229,0.618,-0.539,-0.04,-0.468,0.263,0.136,1.33,-1.118,-0.907,0.622,-0.232,1.717,-0.629,-0.703,-1.526,-0.554,0.49,-1.521,0.129,0.702,-0.061,1.393,-0.659,-2.184,Backstroke,1127,487,0.377
-1.518,1.014,0.52,0.57,1.278,-0.987,-0.319,0.013,1.158,0.918,1.611,1.191,-2.022,0.142,0.819,1.218,0.089,0.222,-0.914,-1.229,-1.482,0.695,0.42,-1.13,0.701,0.074,0.098,1.539,0.337,0.201,-0.394,-0.689,-0.946,0.214,0.552,-0.788,-0.868,0.953,-1.805,-1.997,-0.344,-0.141,0.115,-0.773,0.817,-0.757,-1.62,0.462,-0.355,0.113,-0.965,0.757,-0.36,-1.798,0.393,1.658,0.591,-0.704,0.449,1.929,Butterfly,1719,709,0.514
